web_scraper_order,web_scraper_start_url,pagination,book link,title,rating,price,stock,category,UPC,rating_word,rating_num,cluster,Genre,Genre_label
1771419327-223,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-39.html,https://books.toscrape.com/catalogue/something-blue-darcy-rachel-2_223/index.html,Something Blue (Darcy & Rachel #2),star-rating One,54.62,In stock (3 available),Womens Fiction,3fc9d51d1c4d6ba7,One,1,0,Cluster_0,0
1771419330-224,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-39.html,https://books.toscrape.com/catalogue/something-borrowed-darcy-rachel-1_224/index.html,Something Borrowed (Darcy & Rachel #1),star-rating Five,48.96,In stock (3 available),Womens Fiction,ac27ab4bcd9c492e,Five,5,3,Cluster_3,3
1771419332-225,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-39.html,https://books.toscrape.com/catalogue/spilled-milk-based-on-a-true-story_225/index.html,Spilled Milk: Based on a True Story,star-rating One,49.51,In stock (3 available),Nonfiction,f08667e4c0458f37,One,1,0,Cluster_0,0
1771419334-226,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-39.html,https://books.toscrape.com/catalogue/stiff-the-curious-lives-of-human-cadavers_226/index.html,Stiff: The Curious Lives of Human Cadavers,star-rating Three,36.74,In stock (3 available),Nonfiction,a11ae5f07572ef49,Three,3,3,Cluster_3,3
1771419336-227,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-39.html,https://books.toscrape.com/catalogue/surely-youre-joking-mr-feynman-adventures-of-a-curious-character_227/index.html,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",star-rating Two,25.83,In stock (3 available),Science,61002f3b7ba5d780,Two,2,2,Cluster_2,2
1771419338-228,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-39.html,https://books.toscrape.com/catalogue/the-art-of-fielding_228/index.html,The Art of Fielding,star-rating One,22.1,In stock (3 available),Fiction,2858ac90c4758e1f,One,1,2,Cluster_2,2
1771419341-229,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-39.html,https://books.toscrape.com/catalogue/the-art-of-simple-food-notes-lessons-and-recipes-from-a-delicious-revolution_229/index.html,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",star-rating Three,34.32,In stock (3 available),Food and Drink,311634df10651e05,Three,3,1,Cluster_1,1
1771419343-230,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-39.html,https://books.toscrape.com/catalogue/the-autobiography-of-malcolm-x_230/index.html,The Autobiography of Malcolm X,star-rating Two,23.43,In stock (3 available),Default,b04a6a0db525857d,Two,2,2,Cluster_2,2
1771419345-231,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-39.html,https://books.toscrape.com/catalogue/the-blind-side-evolution-of-a-game_231/index.html,The Blind Side: Evolution of a Game,star-rating Five,53.71,In stock (3 available),Add a comment,cd3dcd83bb002e78,Five,5,3,Cluster_3,3
1771419347-232,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-39.html,https://books.toscrape.com/catalogue/the-book-of-basketball-the-nba-according-to-the-sports-guy_232/index.html,The Book of Basketball: The NBA According to The Sports Guy,star-rating Five,44.84,In stock (3 available),Sports and Games,08decd9664e5d56e,Five,5,3,Cluster_3,3
1771419349-233,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-39.html,https://books.toscrape.com/catalogue/the-book-thief_233/index.html,The Book Thief,star-rating Two,53.49,In stock (3 available),Default,a75e274c8814b539,Two,2,0,Cluster_0,0
1771419351-234,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-39.html,https://books.toscrape.com/catalogue/the-case-for-christ-cases-for-christianity_234/index.html,The Case for Christ (Cases for Christianity),star-rating One,47.84,In stock (3 available),Add a comment,970bd3316219e7dc,One,1,0,Cluster_0,0
1771419354-235,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-39.html,https://books.toscrape.com/catalogue/the-cat-in-the-hat-beginner-books-b-1_235/index.html,The Cat in the Hat (Beginner Books B-1),star-rating Two,16.26,In stock (3 available),Childrens,b7f475238ed50429,Two,2,2,Cluster_2,2
1771419356-236,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-39.html,https://books.toscrape.com/catalogue/the-catcher-in-the-rye_236/index.html,The Catcher in the Rye,star-rating One,24.55,In stock (3 available),Add a comment,487449f4f6322f0f,One,1,2,Cluster_2,2
1771419358-237,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-39.html,https://books.toscrape.com/catalogue/the-complete-poems_237/index.html,The Complete Poems,star-rating Five,41.32,In stock (3 available),Add a comment,23707d3ddf14a999,Five,5,3,Cluster_3,3
1771419360-238,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-39.html,https://books.toscrape.com/catalogue/the-complete-stories-and-poems-the-works-of-edgar-allan-poe-cameo-edition_238/index.html,The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),star-rating Four,26.78,In stock (3 available),Classics,cad70d6ffd53912f,Four,4,1,Cluster_1,1
1771419362-239,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-39.html,https://books.toscrape.com/catalogue/the-cuckoos-calling-cormoran-strike-1_239/index.html,The Cuckoo's Calling (Cormoran Strike #1),star-rating One,19.21,In stock (3 available),Mystery,1be6d3b121865edb,One,1,2,Cluster_2,2
1771419365-240,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-39.html,https://books.toscrape.com/catalogue/the-da-vinci-code-robert-langdon-2_240/index.html,The Da Vinci Code (Robert Langdon #2),star-rating Two,22.96,In stock (3 available),Fiction,dabf11918b48b40c,Two,2,2,Cluster_2,2
1771419367-241,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-38.html,https://books.toscrape.com/catalogue/the-day-the-crayons-came-home-crayons_241/index.html,The Day the Crayons Came Home (Crayons),star-rating Five,26.33,In stock (3 available),Childrens,b22362b434e8ee62,Five,5,1,Cluster_1,1
1771419369-242,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-38.html,https://books.toscrape.com/catalogue/the-demon-haunted-world-science-as-a-candle-in-the-dark_242/index.html,The Demon-Haunted World: Science as a Candle in the Dark,star-rating Four,52.25,In stock (3 available),Default,f51062bf579507d9,Four,4,3,Cluster_3,3
1771419371-243,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-38.html,https://books.toscrape.com/catalogue/the-devil-wears-prada-the-devil-wears-prada-1_243/index.html,The Devil Wears Prada (The Devil Wears Prada #1),star-rating One,44.29,In stock (3 available),Womens Fiction,a6ab0cb7106a67f2,One,1,0,Cluster_0,0
1771419373-244,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-38.html,https://books.toscrape.com/catalogue/the-disappearing-spoon-and-other-true-tales-of-madness-love-and-the-history-of-the-world-from-the-periodic-table-of-the-elements_244/index.html,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",star-rating Five,57.35,In stock (3 available),Science,63c0826ef59eae66,Five,5,3,Cluster_3,3
1771419376-245,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-38.html,https://books.toscrape.com/catalogue/the-elegant-universe-superstrings-hidden-dimensions-and-the-quest-for-the-ultimate-theory_245/index.html,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",star-rating Four,13.03,In stock (3 available),Science,c6bf14cb901c63ac,Four,4,1,Cluster_1,1
1771419378-246,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-38.html,https://books.toscrape.com/catalogue/the-end-of-faith-religion-terror-and-the-future-of-reason_246/index.html,"The End of Faith: Religion, Terror, and the Future of Reason",star-rating Four,22.13,In stock (3 available),Add a comment,b3f2bc2cefb35f05,Four,4,1,Cluster_1,1
1771419380-247,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-38.html,https://books.toscrape.com/catalogue/the-exiled_247/index.html,The Exiled,star-rating Three,43.45,In stock (3 available),Mystery,dd003e904727281a,Three,3,3,Cluster_3,3
1771419382-248,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-38.html,https://books.toscrape.com/catalogue/the-girl-who-kicked-the-hornets-nest-millennium-trilogy-3_248/index.html,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),star-rating One,57.48,In stock (3 available),Add a comment,8f5d16a5a9bd58b2,One,1,0,Cluster_0,0
1771419384-249,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-38.html,https://books.toscrape.com/catalogue/the-girl-who-played-with-fire-millennium-trilogy-2_249/index.html,The Girl Who Played with Fire (Millennium Trilogy #2),star-rating Two,22.14,In stock (3 available),Default,bfa9cb304075d3e8,Two,2,2,Cluster_2,2
1771419386-250,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-38.html,https://books.toscrape.com/catalogue/the-girl-with-all-the-gifts_250/index.html,The Girl with All the Gifts,star-rating Three,49.47,In stock (3 available),Horror,92dcc54a27107a37,Three,3,3,Cluster_3,3
1771419389-251,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-38.html,https://books.toscrape.com/catalogue/the-giver-the-giver-quartet-1_251/index.html,The Giver (The Giver Quartet #1),star-rating One,12.3,In stock (3 available),Default,e2dac1f4739e0bd5,One,1,2,Cluster_2,2
1771419391-252,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-38.html,https://books.toscrape.com/catalogue/the-goldfinch_252/index.html,The Goldfinch,star-rating Three,43.58,In stock (3 available),Default,c88422d8959260ab,Three,3,3,Cluster_3,3
1771419393-253,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-38.html,https://books.toscrape.com/catalogue/the-guernsey-literary-and-potato-peel-pie-society_253/index.html,The Guernsey Literary and Potato Peel Pie Society,star-rating One,49.53,In stock (3 available),Historical Fiction,4a0a276409968a73,One,1,0,Cluster_0,0
1771419395-254,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-38.html,https://books.toscrape.com/catalogue/the-guns-of-august_254/index.html,The Guns of August,star-rating Two,14.54,In stock (3 available),History,b5da59dd177eb36b,Two,2,2,Cluster_2,2
1771419397-255,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-38.html,https://books.toscrape.com/catalogue/the-hitchhikers-guide-to-the-galaxy-hitchhikers-guide-to-the-galaxy-1_255/index.html,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),star-rating Three,47.8,In stock (3 available),Add a comment,a8b0ea6490bc818f,Three,3,3,Cluster_3,3
1771419400-256,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-38.html,https://books.toscrape.com/catalogue/the-husbands-secret_256/index.html,The Husband's Secret,star-rating Five,52.51,In stock (3 available),Fiction,ff6bb30dd0c482a6,Five,5,3,Cluster_3,3
1771419402-257,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-38.html,https://books.toscrape.com/catalogue/the-infinities_257/index.html,The Infinities,star-rating One,27.41,In stock (3 available),Fiction,554e9e2d532b3a87,One,1,2,Cluster_2,2
1771419404-258,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-38.html,https://books.toscrape.com/catalogue/the-land-of-10000-madonnas_258/index.html,"The Land of 10,000 Madonnas",star-rating Four,29.64,In stock (3 available),Young Adult,35e69a79d2b1e804,Four,4,1,Cluster_1,1
1771419406-259,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-38.html,https://books.toscrape.com/catalogue/the-last-painting-of-sara-de-vos_259/index.html,The Last Painting of Sara de Vos,star-rating Two,55.55,In stock (3 available),Historical Fiction,476c7972e9b41891,Two,2,0,Cluster_0,0
1771419408-260,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-38.html,https://books.toscrape.com/catalogue/the-lean-startup-how-todays-entrepreneurs-use-continuous-innovation-to-create-radically-successful-businesses_260/index.html,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,star-rating Three,33.92,In stock (3 available),Business,70c7c3ca7f9b2728,Three,3,1,Cluster_1,1
1771419410-261,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-37.html,https://books.toscrape.com/catalogue/the-lonely-ones_261/index.html,The Lonely Ones,star-rating Five,43.59,In stock (3 available),Childrens,cf2f27fdf94ba20e,Five,5,3,Cluster_3,3
1771419413-262,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-37.html,https://books.toscrape.com/catalogue/the-lovers-dictionary_262/index.html,The Lover's Dictionary,star-rating Two,58.09,In stock (3 available),Default,36c15687f5ab0f7c,Two,2,0,Cluster_0,0
1771419415-263,https://books.toscrape.com/catalogue/category/books_1/index.html,https://books.toscrape.com/catalogue/category/books_1/page-37.html,https://books.toscrape.com/catalogue/the-maze-runner-the-maze-runner-1_263/index.html,The Maze Runner (The Maze Runner #1),star-rating One,20.93,In stock (3 available),Default,4266f48a0aa1c37d,One,1,2,Cluster_2,2
